Date,Close,Open,High,Low,Change
1995-05-03,14.55,14.55,14.55,14.55,0.0069
1995-05-04,14.55,14.55,14.55,14.55,0.0
1995-05-06,14.5,14.5,14.5,14.5,-0.0034000000000000002
1995-05-08,14.5,14.5,14.5,14.5,0.0
1995-05-09,14.5,14.5,14.5,14.5,0.0
1995-05-10,14.5,14.5,14.5,14.5,0.0
1995-05-11,14.55,14.55,14.55,14.55,0.0034000000000000002
1995-05-12,14.55,14.55,14.55,14.55,0.0
1995-05-13,14.55,14.55,14.55,14.55,0.0
1995-05-15,14.6,14.6,14.6,14.6,0.0034000000000000002
1995-05-16,14.6,14.6,14.6,14.6,0.0
1995-05-17,14.6,14.6,14.6,14.6,0.0
1995-05-18,14.6,14.6,14.6,14.6,0.0
1995-05-19,14.6,14.6,14.6,14.6,0.0
1995-05-20,14.6,14.6,14.6,14.6,0.0
1995-05-22,14.6,14.6,14.6,14.6,0.0
1995-05-23,14.65,14.65,14.65,14.65,0.0034000000000000002
1995-05-24,14.65,14.65,14.65,14.65,0.0
1995-05-25,14.7,14.7,14.7,14.7,0.0034000000000000002
1995-05-26,14.65,14.65,14.65,14.65,-0.0034000000000000002
1995-05-27,14.6,14.6,14.6,14.6,-0.0034000000000000002
1995-05-29,14.6,14.6,14.6,14.6,0.0
1995-05-30,14.65,14.65,14.65,14.65,0.0034000000000000002
1995-05-31,14.65,14.65,14.65,14.65,0.0
1995-06-01,14.65,14.65,14.65,14.65,0.0
1995-06-02,14.65,14.65,14.65,14.65,0.0
1995-06-03,14.65,14.65,14.65,14.65,0.0
1995-06-05,14.45,14.45,14.45,14.45,-0.0137
1995-06-07,14.45,14.45,14.45,14.45,0.0
1995-06-08,14.55,14.55,14.55,14.55,0.0069
1995-06-09,14.55,14.55,14.55,14.55,0.0
1995-06-10,14.55,14.55,14.55,14.55,0.0
1995-06-12,14.45,14.45,14.45,14.45,-0.0069
1995-06-13,14.45,14.45,14.45,14.45,0.0
1995-06-14,14.55,14.55,14.55,14.55,0.0069
1995-06-15,14.65,14.65,14.65,14.65,0.0069
1995-06-16,14.6,14.6,14.6,14.6,-0.0034000000000000002
1995-06-17,14.6,14.6,14.6,14.6,0.0
1995-06-19,14.6,14.6,14.6,14.6,0.0
1995-06-20,14.6,14.6,14.6,14.6,0.0
1995-06-21,14.65,14.65,14.65,14.65,0.0034000000000000002
1995-06-22,14.75,14.75,14.75,14.75,0.0068000000000000005
1995-06-23,14.7,14.7,14.7,14.7,-0.0034000000000000002
1995-06-24,14.7,14.7,14.7,14.7,0.0
1995-06-26,14.7,14.7,14.7,14.7,0.0
1995-06-28,14.65,14.65,14.65,14.65,-0.0034000000000000002
1995-06-29,14.7,14.7,14.7,14.7,0.0034000000000000002
1995-06-30,14.8,14.8,14.8,14.8,0.0068000000000000005
1995-07-01,14.75,14.75,14.75,14.75,-0.0034000000000000002
1995-07-03,14.65,14.65,14.65,14.65,-0.0068000000000000005
1995-07-04,14.6,14.6,14.6,14.6,-0.0034000000000000002
1995-07-05,14.6,14.6,14.6,14.6,0.0
1995-07-06,14.5,14.5,14.5,14.5,-0.0068000000000000005
1995-07-07,14.45,14.45,14.45,14.45,-0.0034000000000000002
1995-07-08,14.45,14.45,14.45,14.45,0.0
1995-07-10,14.6,14.6,14.6,14.6,0.0104
1995-07-11,14.5,14.5,14.5,14.5,-0.0068000000000000005
1995-07-12,14.4,14.4,14.4,14.4,-0.0069
1995-07-13,14.35,14.35,14.35,14.35,-0.0034999999999999996
1995-07-14,14.3,14.3,14.3,14.3,-0.0034999999999999996
1995-07-15,14.3,14.3,14.3,14.3,0.0
1995-07-18,14.15,14.15,14.15,14.15,-0.0105
1995-07-19,14.05,14.05,14.05,14.05,-0.0070999999999999995
1995-07-20,14.1,14.1,14.1,14.1,0.0036
1995-07-21,14.15,14.15,14.15,14.15,0.0034999999999999996
1995-07-22,14.1,14.1,14.1,14.1,-0.0034999999999999996
1995-07-24,14.1,14.1,14.1,14.1,0.0
1995-07-25,14.1,14.1,14.1,14.1,0.0
1995-07-26,14.05,14.05,14.05,14.05,-0.0034999999999999996
1995-07-27,13.95,13.95,13.95,13.95,-0.0070999999999999995
1995-07-28,13.85,13.85,13.85,13.85,-0.0072
1995-07-29,13.85,13.85,13.85,13.85,0.0
1995-07-31,13.9,13.9,13.9,13.9,0.0036
1995-08-01,13.9,13.9,13.9,13.9,0.0
1995-08-02,13.9,13.9,13.9,13.9,0.0
1995-08-03,13.85,13.85,13.85,13.85,-0.0036
1995-08-04,13.75,13.75,13.75,13.75,-0.0072
1995-08-05,13.65,13.65,13.65,13.65,-0.0073
1995-08-07,13.5,13.5,13.5,13.5,-0.011000000000000001
1995-08-08,13.4,13.4,13.4,13.4,-0.0074
1995-08-09,13.25,13.25,13.25,13.25,-0.011200000000000002
1995-08-10,13.25,13.25,13.25,13.25,0.0
1995-08-11,13.15,13.15,13.15,13.15,-0.0075
1995-08-12,13.15,13.15,13.15,13.15,0.0
1995-08-14,13.15,13.15,13.15,13.15,0.0
1995-08-16,13.1,13.1,13.1,13.1,-0.0038
1995-08-17,12.9,12.9,12.9,12.9,-0.015300000000000001
1995-08-18,12.6,12.6,12.6,12.6,-0.0233
1995-08-19,12.5,12.5,12.5,12.5,-0.0079
1995-08-21,12.6,12.6,12.6,12.6,0.008
1995-08-22,12.8,12.8,12.8,12.8,0.0159
1995-08-23,13.0,13.0,13.0,13.0,0.015600000000000001
1995-08-24,13.15,13.15,13.15,13.15,0.0115
