date,open,high,low,close,volume
2018-02-01,15.831957817077635,17.073680318078438,15.32750846736587,15.831957817077637,1078200.0
2018-02-02,15.831960059268823,15.863779479484759,14.186678733635627,15.133491516113281,946900.0
2018-02-05,14.528149694638184,14.83858143925405,14.171155260677507,14.318610191345215,658500.0
2018-02-06,13.852966884245971,14.745454631693494,13.705511923459436,14.6678466796875,764600.0
2018-02-07,14.396219740598386,15.52153135600843,13.969378220407586,14.745454788208008,648000.0
2018-02-08,14.823058610523267,15.079163747322571,14.372934385838184,14.59799575805664,526700.0
2018-02-09,14.202200447900099,14.908429998682376,14.046986024136674,14.6678466796875,548200.0
2018-02-12,14.318611218320049,14.939471791585285,13.977137162899986,14.551433563232422,492200.0
2018-02-13,14.396219740598386,15.05588511927846,14.396219740598386,14.745454788208008,519600.0
2018-02-14,14.551436542987295,14.92395296322809,14.551436542987295,14.854105949401855,366500.0
2018-02-15,14.683368721993917,15.125732128800385,14.66784683537825,14.745454788208008,359200.0
2018-02-16,14.597994525096407,15.032598311032196,14.45830055677762,14.900665283203125,346500.0
2018-02-20,14.784261303724492,15.175405235904455,14.653880979830443,15.094693183898926,398000.0
2018-02-21,15.040363899218853,15.831962388716857,14.823063397963544,15.405120849609375,415300.0
2018-02-22,15.017085354870309,15.700032241119546,14.939477384097938,15.58362102508545,450400.0
2018-02-23,15.389596462791692,16.04926176356661,15.33139013498128,15.956131935119629,477200.0
2018-02-26,15.73106853923457,16.13462861110327,15.52928850330022,15.831957817077637,330300.0
2018-02-27,15.645705661632913,16.20448033517381,15.599141475566702,15.994940757751465,485700.0
2018-02-28,15.8862823112124,16.297603308555765,15.537048842749387,16.2044734954834,426500.0
2018-03-01,15.769876665670692,16.018220946980673,15.36631646841763,15.909570693969727,584400.0
2018-03-02,15.816441075312689,16.25880599802359,15.381838576783876,16.22776222229004,502000.0
2018-03-05,16.018216213250476,16.227757193775123,15.5292887389412,15.863001823425293,516300.0
2018-03-06,15.800914998092177,16.28984244847159,15.800914998092177,15.940608978271484,525300.0
2018-03-07,15.82728264443679,16.41347829793445,15.82728264443679,16.280607223510742,337800.0
