date,open,high,low,close,volume
2013-05-01,6.836573262484228,6.998492377432089,6.836573262484228,6.915733337402344,5613900.0
2013-05-02,6.9121334618354675,7.0308745762347815,6.890544480263479,7.012883186340332,986100.0
2013-05-03,7.016481092262,7.063257330904501,6.930124484251856,7.045266628265381,156600.0
2013-05-06,7.016481116513143,7.02367767211419,6.915731397002429,7.005686283111572,93500.0
2013-05-07,6.980501809743196,7.009287357330322,6.944519703683891,7.009287357330322,103800.0
2013-05-08,7.009287105417958,7.0344743728637695,6.951716012312799,7.0344743728637695,112800.0
2013-05-09,7.016482568649907,7.030875682830811,6.919331106833173,7.0308756828308105,128700.0
2013-05-10,6.998491517328194,7.02367877960205,6.94451802811116,7.023678779602051,60600.0
2013-05-13,7.009285827813287,7.009285827813287,6.958911302103588,6.976902008056641,49300.0
2013-05-14,6.966107447848043,6.9769015962622,6.944517778416929,6.973303318023682,70900.0
2013-05-15,6.937322813113331,6.940921091821193,6.919331419574022,6.926527976989746,94900.0
2013-05-16,6.9373246568625495,6.940922936526735,6.894145987194001,6.93012809753418,108600.0
2013-05-17,6.926527073525734,7.002088857630434,6.926527073525734,6.973303318023682,134700.0
2013-05-20,6.94451988930705,7.002090986020146,6.94451988930705,6.987698554992676,122400.0
2013-05-21,6.980499000682444,7.048864906053468,6.8941423926723004,7.045266628265381,95600.0
2013-05-22,7.016483306884766,7.020081585808583,6.940921508389203,7.016483306884766,156100.0
2013-05-23,6.998492748734307,7.1388221982665705,6.92652854131689,7.120831489562988,236000.0
2013-05-24,7.106439612430608,7.142421722412109,6.984100850274506,7.142421722412109,106700.0
2013-05-28,7.14242197349739,7.14242197349739,6.85816404958254,6.994895935058594,360400.0
2013-05-29,6.980501398239685,6.980501398239685,6.595494464595098,6.919332027435303,326600.0
2013-05-30,6.872555581439744,7.030876422580033,6.836573478503105,7.016483306884766,207500.0
2013-05-31,7.016483277713801,7.016483277713801,6.775404081232599,6.980501174926758,141300.0
2013-06-03,6.944519354613929,6.944519354613929,6.523530313374954,6.57030725479126,135000.0
2013-06-04,6.487547150009987,6.671055214645694,6.487547150009987,6.638671398162842,41100.0
2013-06-05,6.602691079986685,6.61708350990601,6.51633444156607,6.57030725479126,34900.0
2013-06-06,6.530727370258953,6.678253391282257,6.519933218570463,6.606289863586426,74400.0
2013-06-07,6.6350759575595495,6.678253940467462,6.534326186938314,6.602692127227783,68300.0
2013-06-10,6.645867268035743,6.735822161310028,6.570305487110001,6.638671398162842,33600.0
2013-06-11,6.599091542541706,6.65306434547475,6.2068881222327414,6.473154544830322,214100.0
2013-06-12,6.444368441239672,6.447966719294409,6.185298598010926,6.264458656311035,57200.0
2013-06-13,6.307638815312935,6.51273590937801,6.196094227841222,6.5091376304626465,119700.0
2013-06-14,6.516333991243495,6.6170830526209965,6.419182522371039,6.519932270050049,68100.0
2013-06-17,6.559512266488544,6.584699532993192,6.458763200469952,6.465959072113037,43800.0
2013-06-18,6.451569349497948,6.494747342679396,6.340025399760408,6.43717622756958,55300.0
2013-06-19,6.411986176893367,6.444370000922245,6.120532446934995,6.124130725860596,61700.0
2013-06-20,6.116934102395386,6.196094179004895,6.048568176145364,6.1277289390563965,78000.0
2013-06-21,6.145719400989276,6.160112515960695,5.987398567811145,6.077353477478027,121800.0
2013-06-24,6.080953045504047,6.170907974243164,5.937025296781786,6.170907974243164,113500.0
2013-06-25,6.224879981139492,6.224879981139492,6.12413091334446,6.18889856338501,37100.0
2013-06-26,6.188896869429961,6.381166488014906,6.185269062445328,6.377538681030273,45700.0
2013-06-27,6.344891200571759,6.424700904728519,6.17076055953865,6.279592037200928,121900.0
2013-06-28,6.257825505332509,6.526277067166912,6.207037577722481,6.475489139556885,558300.0
2013-07-01,6.493627415750209,6.522649187197499,6.203409701277311,6.250569820404053,105800.0
2013-07-02,6.2687090243966175,6.2687090243966175,6.0075123825882395,6.054673194885254,196100.0
2013-07-03,6.022023642546833,6.127227307814021,5.989374062169588,6.101833343505859,25600.0
2013-07-05,6.152620471798203,6.152620471798203,5.4923750639020605,5.564929485321045,163500.0
2013-07-08,5.597577926551887,5.659249258745959,5.503257024847224,5.517767906188965,59000.0
2013-07-09,5.5431619830119985,5.655621575339682,5.532278908259871,5.597578048706055,143300.0
2013-07-10,5.608462937970198,5.641112518756444,5.4415875719258,5.543163776397705,58600.0
2013-07-11,5.61571767535467,5.778965563797249,5.597579328609306,5.717294216156006,75300.0
2013-07-12,5.710038691938935,5.815243042157373,5.6120903032748215,5.6302289962768555,44100.0
2013-07-15,5.644738650038338,5.73905921033187,5.622972153991082,5.673760414123535,52300.0
2013-07-16,5.66650757841594,5.677390658792199,5.5939531326293945,5.5939531326293945,59200.0
2013-07-17,5.641111572989933,5.760826451824031,5.608461997677586,5.710038185119629,66800.0
2013-07-18,5.731804800279972,5.731804800279972,5.619345188140869,5.619345188140869,55800.0
2013-07-19,5.60120646605288,5.670133425174637,5.586695581916737,5.6229729652404785,38200.0
2013-07-22,5.62297299568624,5.659250379206407,5.506885921968535,5.619345188140869,43000.0
2013-07-23,5.568557370288433,5.746315791727537,5.568557370288433,5.699155330657959,55100.0
2013-07-24,5.717294464341998,5.717294464341998,5.557674376706148,5.586696147918701,88100.0
2013-07-25,5.590324878692627,5.622974463188418,5.568558719673339,5.590324878692627,36500.0
2013-07-26,5.564929931404366,5.608462587745323,5.550419045957381,5.5685577392578125,29100.0
2013-07-29,5.5903228349102125,5.720921125147569,5.5721841450476095,5.684643745422363,48400.0
2013-07-30,5.702783331179642,5.760826871085097,5.681016830731702,5.717294216156006,31200.0
2013-07-31,5.699155614524432,5.728177384940969,5.5903238024790225,5.6302289962768555,34600.0
2013-08-01,5.662877405550263,5.662877405550263,5.354521053195424,5.36540412902832,110200.0
2013-08-02,5.39080043718781,5.554048375655884,5.3545233866136,5.4198222160339355,88100.0
2013-08-05,5.38354287450936,5.492374671852737,5.38354287450936,5.477863788604736,49100.0
2013-08-06,5.477865316177061,5.48874839515626,5.40531053373749,5.441587924957275,43100.0
2013-08-07,5.441588058246979,5.441588058246979,5.354522732347072,5.376288890838623,13200.0
2013-08-08,5.394426568554838,5.459725723636284,5.361776991014115,5.383543491363525,33200.0
2013-08-09,5.365405937575687,5.459726882498724,5.365405937575687,5.401683330535889,49900.0
2013-08-12,5.387171952431465,5.768082814024801,5.37628852795344,5.735433578491211,70600.0
2013-08-13,5.746314458766737,5.924072838971594,5.746314458766737,5.833379745483398,134300.0
2013-08-14,5.778966077070291,5.778966077070291,5.659251178890819,5.713666915893555,70900.0
2013-08-15,5.80435967395752,5.855147599685898,5.423448501160698,5.4560980796813965,134100.0
2013-08-16,5.441587292305224,5.583068686453208,5.4198207909106095,5.561302185058594,83800.0
2013-08-19,5.583068278299112,5.583068278299112,5.296478049027754,5.307361125946045,83100.0
2013-08-20,5.340010614351772,5.47786418824841,5.296477961431798,5.369032382965088,78500.0
2013-08-21,5.332755595283763,5.3654051751148435,5.147741540218848,5.162252426147461,80400.0
2013-08-22,5.184018611907959,5.216668189748104,5.038909761470417,5.184018611907959,62000.0
2013-08-23,5.169507826833254,5.278339639749418,5.165880019010462,5.263828754425049,15700.0
2013-08-26,5.2638279473322225,5.408936778326647,5.2638279473322225,5.36540412902832,21700.0
2013-08-27,5.325499597809963,5.379915326117065,5.238433948165132,5.343637943267822,27900.0
2013-08-28,5.329127383183546,5.48149184686305,5.325499921451583,5.387171268463135,36300.0
2013-08-29,5.369033454498157,5.485120552119683,5.361777837913392,5.470609664916992,23900.0
2013-08-30,5.488747566072971,5.61934553199687,5.466981065435592,5.492375373840332,34300.0
2013-09-03,5.539535732142639,5.539535732142639,5.358149498806732,5.387171268463135,22800.0
2013-09-04,5.3871711639359905,5.427076009947576,5.2456897801311015,5.307361125946045,22100.0
2013-09-05,5.329128014607334,5.343638901154863,5.260201389998277,5.292850971221924,46000.0
2013-09-06,5.321872265046753,5.3617771129670535,5.209412644956026,5.318244457244873,44900.0
2013-09-09,5.332755190882292,5.405309615023298,5.263828574440033,5.387171268463135,20200.0
2013-09-10,5.416193293142977,5.419820755045739,5.314616748596016,5.398054599761963,21800.0
2013-09-11,5.365402936612127,5.419818649649911,5.3146146840679735,5.405307769775391,40000.0
2013-09-12,5.376288941923022,5.496003852664614,5.325501007648925,5.48512077331543,28000.0
2013-09-13,5.474236372055622,5.604834330609794,5.369032374506403,5.564929485321045,53800.0
2013-09-16,5.622973218468834,5.630228833847044,5.510513601874073,5.608462333679199,49900.0
2013-09-17,5.720922339982313,5.720922339982313,5.608462715726819,5.695528030395508,36100.0
2013-09-18,5.793476448773613,5.876914296862797,5.673761561226914,5.717294216156006,120900.0
2013-09-19,5.706410322482326,5.782592548819073,5.706410322482326,5.7680816650390625,54900.0
2013-09-20,5.775338430343485,5.786221508854681,5.662878799171692,5.735433578491211,90300.0
2013-09-23,5.757198644352267,5.797103488641379,5.677388609807282,5.710038185119629,54900.0
2013-09-24,5.68464386258819,5.7971031193141,5.666505172351731,5.7898478507995605,75100.0
2013-09-25,5.8235549839252565,5.864750420646506,5.767378998771625,5.801084518432617,44300.0
2013-09-26,5.782357218636734,5.868493556976318,5.711201423622129,5.868493556976318,25900.0
2013-09-27,5.834788078913001,5.917179281846462,5.759887147680679,5.827298164367676,25900.0
2013-09-30,5.714947189057293,5.76737766784764,5.714947189057293,5.756142616271973,17000.0
2013-10-01,5.763632627546845,5.842278699323907,5.763632627546845,5.812318325042725,24300.0
2013-10-02,5.77486823314568,5.808573746737545,5.729927667408484,5.744907855987549,19000.0
2013-10-03,5.72992735423513,5.786102969047339,5.587615391934238,5.718692302703857,92000.0
2013-10-04,5.7037127925119435,5.804829346104736,5.6550274413256885,5.774868965148926,20200.0
2013-10-07,5.752396790666673,5.898453872270411,5.752396790666673,5.872238636016846,13100.0
2013-10-08,5.894709738551753,5.894709738551753,5.733672800703909,5.846024036407471,27800.0
2013-10-09,5.76737714806433,5.786102470440061,5.640045741652162,5.696221351623535,82300.0
2013-10-10,5.733671965501849,5.767377117009697,5.670006084060667,5.737416744232178,45100.0
2013-10-11,5.711201706442832,5.8572587966918945,5.707456570426126,5.8572587966918945,20000.0
2013-10-14,5.842278014009114,5.842278014009114,5.744906630439277,5.77861213684082,17200.0
2013-10-15,5.75614206650708,5.812318033331791,5.729926829615706,5.737416744232178,12600.0
2013-10-16,5.729926829615706,5.831042998450879,5.696221320952042,5.737416744232178,15400.0
