date,close
1994-10-18,
1994-10-19,0.08593745642797601
1994-10-20,0.007194748161069908
1994-10-21,-0.014285395847790094
1994-10-24,-0.021740560258121322
1994-10-25,0.014816390033265625
1994-10-26,-0.005892255265653512
1994-10-27,0.0
1994-10-28,-0.014813606170005822
1994-10-31,0.0
1994-11-01,0.0
1994-11-02,-0.007519200461213793
1994-11-03,-0.007575631097092583
1994-11-04,-0.02290138129191288
1994-11-07,0.0
1994-11-08,0.015625457817961097
1994-11-09,-0.0076917908766021
1994-11-10,-0.023256120121317503
1994-11-11,-0.007937176521746858
1994-11-14,0.008000679325850024
1994-11-15,-0.023809523809523836
1994-11-16,0.008129944322373905
1994-11-17,0.008063973729617313
1994-11-18,-0.02399928832529985
1994-11-21,0.016393248375681013
1994-11-22,0.0
1994-11-23,0.008063973729617313
1994-11-25,0.00969357551839023
1994-11-28,0.01600031974207905
1994-11-29,-0.007874761880886205
1994-11-30,0.015872942719304506
1994-12-01,0.007813090305300863
1994-12-02,-0.01550364132770743
1994-12-05,0.0
1994-12-06,0.0
1994-12-07,0.0
1994-12-08,-0.007874761880886205
1994-12-09,0.0
1994-12-12,0.0
1994-12-13,0.0
1994-12-14,0.015872942719304506
1994-12-15,0.0
1994-12-16,0.031251266162094726
1994-12-19,0.01515082102595855
1994-12-20,0.0
1994-12-21,0.0
1994-12-22,0.0
1994-12-23,-0.007462349786924505
1994-12-27,-0.006070409523798004
1994-12-28,0.015267650811847
1994-12-29,-0.007519176716728859
1994-12-30,0.03787958791854895
1995-01-03,-0.014599199332165913
1995-01-04,-0.022222321846828486
1995-01-05,0.0075761430753436
1995-01-06,0.0
1995-01-09,0.022555814379915384
1995-01-10,0.0
1995-01-11,0.0
1995-01-12,0.01470641448208343
1995-01-13,0.00724595220924118
1995-01-16,0.0
1995-01-17,0.0
1995-01-18,0.007195539176851451
1995-01-19,0.0
1995-01-20,-0.0071441332859080164
1995-01-23,0.02158369100581159
1995-01-24,-0.007042605826340531
1995-01-25,0.0
1995-01-26,0.008583614580963461
1995-01-27,0.021276303315816314
1995-01-30,0.0
