date,close
2005-07-08,
2005-07-11,0.0027267806426973795
2005-07-12,0.0054403005134684435
2005-07-13,-0.009919562181226582
2005-07-14,-0.008196537452926811
2005-07-15,0.0009182287924409671
2005-07-18,-0.018348378143391186
2005-07-19,0.0
2005-07-20,-0.018691701499026325
2005-07-21,0.0009522594072430834
2005-07-22,0.0
2005-07-25,0.0
2005-07-26,-0.0009513534719497452
2005-07-27,0.0
2005-07-28,0.0009522594072430834
2005-07-29,0.0
2005-08-01,-0.0009513534719497452
2005-08-02,-0.0047618965542177705
2005-08-03,0.0019137066272303382
2005-08-04,-0.0019100513493048865
2005-08-05,-0.004784304217232638
2005-08-08,-0.016346482386434658
2005-08-09,-0.01564035347957271
2005-08-10,0.01290954806931488
2005-08-11,0.009803751398329119
2005-08-12,0.005825723190523435
2005-08-15,-0.0009653554365043338
2005-08-16,0.0
2005-08-17,-0.0512078032907779
2005-08-18,0.013238121848574202
2005-08-19,-0.014069744296535291
2005-08-22,0.02956117365585298
2005-08-23,-0.016831560830146697
2005-08-24,-0.00704939585153741
2005-08-25,0.011156038983290761
2005-08-26,0.015045426402046536
2005-08-29,0.03853721073299332
2005-08-30,-0.0009513534719497452
2005-08-31,0.047619415180680136
2005-09-01,-0.04272724131761896
2005-09-02,0.022791795419940364
2005-09-06,-0.0018568459788818048
2005-09-07,-0.023256132275071506
2005-09-08,0.0009522594072430834
2005-09-09,0.0019034556284607262
2005-09-12,-0.01424535785788028
2005-09-13,0.024486129378276322
2005-09-14,-0.007648121729453283
2005-09-15,0.010596964521964125
2005-09-16,0.0
2005-09-19,0.007626398762752951
2005-09-20,-0.016083264746629466
2005-09-21,-0.004807905552980607
2005-09-22,-0.019323784933062305
2005-09-23,0.023645370231841767
2005-09-26,-0.042348275997697304
2005-09-27,0.0
2005-09-28,0.005025660364677664
2005-09-29,-0.0020004284752781487
2005-09-30,-0.018035833579047478
2005-10-03,0.026530298752352133
2005-10-04,-0.005963725867259906
2005-10-05,-0.020000182659258736
2005-10-06,-0.003061486002215341
2005-10-07,-0.022518151500654282
2005-10-10,0.015706778277618794
2005-10-11,0.003092889784543029
2005-10-12,-0.016443861603716026
2005-10-13,-0.0334380511677802
2005-10-14,-0.005405228560197206
2005-10-17,0.015217462813400084
2005-10-18,-0.009636220155457287
2005-10-19,0.016216438742667538
2005-10-20,-0.006382949642206981
2005-10-21,-0.05139179304132069
2005-10-24,-0.0011290851370376886
2005-10-25,0.005650145403395257
2005-10-26,-0.0033708142671859953
2005-10-27,-0.0022551881762347126
2005-10-28,0.013559614342550264
2005-10-31,-0.003344768453908298
2005-11-01,0.006711900375025559
2005-11-02,-0.00777824264364102
2005-11-03,0.006719156356026934
2005-11-04,-0.013348018584482091
2005-11-07,0.020293203258116455
2005-11-08,-0.033149271440918504
2005-11-09,0.011428194358028998
2005-11-10,0.005650145403395257
2005-11-11,-0.008989040961989603
